WTCH_YM,ENN_LNN_MNTH_AVG_ANOMALY,ENN_LNN_3MNTH_AVG_ANOMALY,ENN_LNN_MNTH_AVG_VAL,ENN_LNN_NMYR_AVG,ENN_LNN_NMYR_STDDEV_VAL,UOM_NM
199002,0.019022,-0.085469,26.686853,26.667831,1.007264,deg C
199003,-0.176939,-0.073319,27.003357,27.180296,0.817327,deg C
199004,-0.062041,-0.062246,27.709196,27.771236,0.657626,deg C
199005,0.052243,-0.093649,27.89365,27.841408,0.614643,deg C
199006,-0.271149,-0.074827,27.393717,27.664865,0.627709,deg C
199007,-0.005574,-0.056243,27.238045,27.243618,0.677102,deg C
199008,0.107995,0.022338,26.943323,26.835327,0.818931,deg C
199009,-0.035407,0.087229,26.65986,26.695267,0.834961,deg C
199010,0.189098,0.016714,26.888046,26.69895,1.01164,deg C
199011,-0.103549,0.10312,26.652742,26.75629,1.177667,deg C
199012,0.223811,0.156152,26.800652,26.57684,1.219633,deg C
199101,0.348193,0.240904,26.8428,26.494608,1.164648,deg C
199102,0.150707,0.139541,26.818539,26.667831,1.007264,deg C
199103,-0.080278,0.052311,27.100018,27.180296,0.817327,deg C
199104,0.086505,0.089829,27.857742,27.771236,0.657626,deg C
199105,0.263259,0.25214,28.104668,27.841408,0.614643,deg C
199106,0.406655,0.385241,28.07152,27.664865,0.627709,deg C
199107,0.48581,0.505741,27.729427,27.243618,0.677102,deg C
199108,0.624758,0.471322,27.460087,26.835327,0.818931,deg C
199109,0.303397,0.527413,26.998665,26.695267,0.834961,deg C
199110,0.654084,0.623035,27.353033,26.69895,1.01164,deg C
199111,0.911624,1.040278,27.667915,26.75629,1.177667,deg C
199112,1.555125,1.403674,28.131964,26.57684,1.219633,deg C
199201,1.744271,1.640689,28.238878,26.494608,1.164648,deg C
199202,1.62267,1.527103,28.2905,26.667831,1.007264,deg C
199203,1.214367,1.292591,28.394663,27.180296,0.817327,deg C
199204,1.040736,1.063811,28.811974,27.771236,0.657626,deg C
199205,0.93633,0.793519,28.777739,27.841408,0.614643,deg C
199206,0.40349,0.494164,28.068354,27.664865,0.627709,deg C
199207,0.142671,0.150998,27.38629,27.243618,0.677102,deg C
199208,-0.093166,-0.040683,26.742163,26.835327,0.818931,deg C
199209,-0.171554,-0.264197,26.523712,26.695267,0.834961,deg C
199210,-0.52787,-0.296394,26.17108,26.69895,1.01164,deg C
199211,-0.189757,-0.18991,26.566534,26.75629,1.177667,deg C
199212,0.147898,0.03693,26.724737,26.57684,1.219633,deg C
199301,0.15265,0.2103,26.647259,26.494608,1.164648,deg C
199302,0.330351,0.237129,26.998182,26.667831,1.007264,deg C
199303,0.228387,0.298756,27.408682,27.180296,0.817327,deg C
199304,0.337529,0.413346,28.108767,27.771236,0.657626,deg C
199305,0.674122,0.389609,28.51553,27.841408,0.614643,deg C
199306,0.157176,0.348326,27.82204,27.664865,0.627709,deg C
199307,0.21368,0.104191,27.457298,27.243618,0.677102,deg C
199308,-0.058282,0.127244,26.777046,26.835327,0.818931,deg C
199309,0.226334,0.11736,26.921602,26.695267,0.834961,deg C
199310,0.184027,0.157775,26.882977,26.69895,1.01164,deg C
199311,0.062964,0.109528,26.819256,26.75629,1.177667,deg C
199312,0.081594,0.051799,26.658434,26.57684,1.219633,deg C
199401,0.010838,0.002045,26.505445,26.494608,1.164648,deg C
199402,-0.086296,0.021488,26.581533,26.667831,1.007264,deg C
199403,0.139923,0.042979,27.320217,27.180296,0.817327,deg C
199404,0.075309,0.112336,27.846546,27.771236,0.657626,deg C
199405,0.121775,0.112295,27.963182,27.841408,0.614643,deg C
199406,0.139802,0.08139,27.804667,27.664865,0.627709,deg C
199407,-0.017406,0.185148,27.226212,27.243618,0.677102,deg C
199408,0.433048,0.23006,27.268375,26.835327,0.818931,deg C
199409,0.274539,0.44375,26.969807,26.695267,0.834961,deg C
199410,0.623662,0.612349,27.32261,26.69895,1.01164,deg C
199411,0.938844,0.920423,27.695135,26.75629,1.177667,deg C
199412,1.198763,0.970232,27.775602,26.57684,1.219633,deg C
199501,0.77309,0.87563,27.267698,26.494608,1.164648,deg C
199502,0.655039,0.574902,27.322868,26.667831,1.007264,deg C
199503,0.296577,0.343189,27.476871,27.180296,0.817327,deg C
199504,0.07795,0.047495,27.849188,27.771236,0.657626,deg C
199505,-0.232041,-0.177703,27.609367,27.841408,0.614643,deg C
199506,-0.379018,-0.27948,27.285847,27.664865,0.627709,deg C
199507,-0.227383,-0.400438,27.016235,27.243618,0.677102,deg C
199508,-0.594915,-0.497714,26.240414,26.835327,0.818931,deg C
199509,-0.670845,-0.744762,26.024422,26.695267,0.834961,deg C
199510,-0.968527,-0.890228,25.730421,26.69895,1.01164,deg C
199511,-1.031312,-0.977373,25.72498,26.75629,1.177667,deg C
199512,-0.93228,-0.932687,25.64456,26.57684,1.219633,deg C
199601,-0.83447,-0.851715,25.660137,26.494608,1.164648,deg C
199602,-0.788396,-0.764535,25.879435,26.667831,1.007264,deg C
199603,-0.670739,-0.650845,26.509556,27.180296,0.817327,deg C
199604,-0.493399,-0.556657,27.277838,27.771236,0.657626,deg C
199605,-0.505833,-0.492435,27.335573,27.841408,0.614643,deg C
199606,-0.478071,-0.447152,27.186792,27.664865,0.627709,deg C
199607,-0.357551,-0.380698,26.886066,27.243618,0.677102,deg C
199608,-0.306472,-0.338581,26.528856,26.835327,0.818931,deg C
199609,-0.351718,-0.410673,26.34355,26.695267,0.834961,deg C
199610,-0.573828,-0.455537,26.12512,26.69895,1.01164,deg C
199611,-0.441064,-0.543836,26.315228,26.75629,1.177667,deg C
199612,-0.616616,-0.561207,25.960222,26.57684,1.219633,deg C
199701,-0.62594,-0.540357,25.868668,26.494608,1.164648,deg C
199702,-0.378514,-0.453529,26.289316,26.667831,1.007264,deg C
199703,-0.356133,-0.281311,26.824162,27.180296,0.817327,deg C
199704,-0.109285,-0.01188,27.661951,27.771236,0.657626,deg C
199705,0.429777,0.395911,28.271185,27.841408,0.614643,deg C
199706,0.867242,0.879027,28.532106,27.664865,0.627709,deg C
199707,1.340062,1.321374,28.583681,27.243618,0.677102,deg C
199708,1.756818,1.668813,28.592146,26.835327,0.818931,deg C
199709,1.909559,1.901328,28.604828,26.695267,0.834961,deg C
199710,2.037607,2.047,28.736555,26.69895,1.01164,deg C
199711,2.193833,2.137552,28.950125,26.75629,1.177667,deg C
199712,2.181215,2.160834,28.758055,26.57684,1.219633,deg C
199801,2.107455,2.027991,28.602062,26.494608,1.164648,deg C
199802,1.795302,1.707387,28.463133,26.667831,1.007264,deg C
199803,1.219405,1.175263,28.399698,27.180296,0.817327,deg C
199804,0.511082,0.731326,28.282318,27.771236,0.657626,deg C
199805,0.463492,0.040589,28.3049,27.841408,0.614643,deg C
199806,-0.852806,-0.55095,26.812057,27.664865,0.627709,deg C
199807,-1.263535,-1.140085,25.980083,27.243618,0.677102,deg C
199808,-1.303912,-1.220088,25.531416,26.835327,0.818931,deg C
199809,-1.092817,-1.26724,25.602451,26.695267,0.834961,deg C
199810,-1.40499,-1.295993,25.293959,26.69895,1.01164,deg C
199811,-1.390172,-1.534419,25.36612,26.75629,1.177667,deg C
199812,-1.808095,-1.614124,24.768744,26.57684,1.219633,deg C
199901,-1.644106,-1.528713,24.850502,26.494608,1.164648,deg C
199902,-1.133939,-1.233817,25.533892,26.667831,1.007264,deg C
199903,-0.923405,-1.026082,26.25689,27.180296,0.817327,deg C
199904,-1.020903,-0.961478,26.750334,27.771236,0.657626,deg C
